date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:49:19	264/264	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2014%20Aug%202023%2002:49:18%20GMT	https://www.clapat.com/templates/humpton/portfolio-grid.html	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/portfolio-grid.html	(from https://www.clapat.com/templates/humpton/)
09:49:19	30238/30238	---M-Z	200	added ('OK')	text/html	etag:%22761e-5e6987e200b40-gzip%22	https://www.clapat.com/templates/humpton/portfolio-parallax-grid/	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/portfolio-parallax-grid/index.html	(from https://www.clapat.com/templates/humpton/)
09:49:19	255/255	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2014%20Aug%202023%2002:49:18%20GMT	https://www.clapat.com/templates/humpton/about.html	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/about.html	(from https://www.clapat.com/templates/humpton/)
09:49:19	30406/30406	---M-Z	200	added ('OK')	text/html	etag:%2276c6-5e6987f513840-gzip%22	https://www.clapat.com/templates/humpton/portfolio-grid/	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/portfolio-grid/index.html	(from https://www.clapat.com/templates/humpton/)
09:49:20	257/257	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2014%20Aug%202023%2002:49:18%20GMT	https://www.clapat.com/templates/humpton/contact.html	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/contact.html	(from https://www.clapat.com/templates/humpton/)
09:49:20	37194/37194	---M-Z	200	added ('OK')	text/html	etag:%22914a-5e6987c37c340-gzip%22	https://www.clapat.com/templates/humpton/about/	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/about/index.html	(from https://www.clapat.com/templates/humpton/)
09:49:20	22144/22144	---M-Z	200	added ('OK')	text/html	etag:%225680-5e6987cd059c0-gzip%22	https://www.clapat.com/templates/humpton/contact/	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/contact/index.html	(from https://www.clapat.com/templates/humpton/)
09:49:20	260/260	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2014%20Aug%202023%2002:49:19%20GMT	https://www.clapat.com/templates/humpton/typography.html	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/typography.html	(from https://www.clapat.com/templates/humpton/)
09:49:20	260/260	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2014%20Aug%202023%2002:49:19%20GMT	https://www.clapat.com/templates/humpton/multimedia.html	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/multimedia.html	(from https://www.clapat.com/templates/humpton/)
09:49:20	35564/35564	---M-Z	200	added ('OK')	text/html	etag:%228aec-5e6988a675ac0-gzip%22	https://www.clapat.com/templates/humpton/typography/	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/typography/index.html	(from https://www.clapat.com/templates/humpton/)
09:49:20	260/260	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2014%20Aug%202023%2002:49:19%20GMT	https://www.clapat.com/templates/humpton/shortcodes.html	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/shortcodes.html	(from https://www.clapat.com/templates/humpton/)
09:49:20	36230/36230	---M-Z	200	added ('OK')	text/html	etag:%228d86-5e69881d216c0-gzip%22	https://www.clapat.com/templates/humpton/multimedia/	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/multimedia/index.html	(from https://www.clapat.com/templates/humpton/)
09:49:21	33679/33679	---M-Z	200	added ('OK')	text/html	etag:%22838f-5e6988b1e75c0-gzip%22	https://www.clapat.com/templates/humpton/shortcodes/	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/shortcodes/index.html	(from https://www.clapat.com/templates/humpton/)
09:49:21	259/259	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2014%20Aug%202023%2002:49:20%20GMT	https://www.clapat.com/templates/humpton/project01.html	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/project01.html	(from https://www.clapat.com/templates/humpton/)
09:49:21	28907/28907	---M-Z	200	added ('OK')	text/html	etag:%2270eb-5e699b72b3440-gzip%22	https://www.clapat.com/templates/humpton/project01/	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/project01/index.html	(from https://www.clapat.com/templates/humpton/)
09:49:22	259/259	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2014%20Aug%202023%2002:49:21%20GMT	https://www.clapat.com/templates/humpton/project02.html	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/project02.14.delayed	(from https://www.clapat.com/templates/humpton/)
09:49:22	26449/26449	---M-Z	200	added ('OK')	text/html	etag:%226751-5e69885d06d80-gzip%22	https://www.clapat.com/templates/humpton/project02/	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/project02/index.html	(from https://www.clapat.com/templates/humpton/)
09:49:22	259/259	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2014%20Aug%202023%2002:49:21%20GMT	https://www.clapat.com/templates/humpton/project03.html	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/project03.html	(from https://www.clapat.com/templates/humpton/)
09:49:23	1555002/1555002	---M--	200	added ('OK')	image/jpeg	etag:%2217ba3a-5e673e9299fc0%22	https://www.clapat.com/templates/humpton/images/02hero.jpg	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/images/02hero.jpg	(from https://www.clapat.com/templates/humpton/)
09:49:23	25071/25071	---M-Z	200	added ('OK')	text/html	etag:%2261ef-5e698852894c0-gzip%22	https://www.clapat.com/templates/humpton/project03/	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/project03/index.html	(from https://www.clapat.com/templates/humpton/)
09:49:24	259/259	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2014%20Aug%202023%2002:49:22%20GMT	https://www.clapat.com/templates/humpton/project04.html	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/project04.html	(from https://www.clapat.com/templates/humpton/)
09:49:24	362583/362583	---M--	200	added ('OK')	image/jpeg	etag:%2258857-5e673e966a8c0%22	https://www.clapat.com/templates/humpton/images/03hero.jpg	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/images/03hero.jpg	(from https://www.clapat.com/templates/humpton/)
09:49:24	24404/24404	---M-Z	200	added ('OK')	text/html	etag:%225f54-5e6988480bc00-gzip%22	https://www.clapat.com/templates/humpton/project04/	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/project04/index.html	(from https://www.clapat.com/templates/humpton/)
09:49:24	558479/558479	---M--	200	added ('OK')	image/jpeg	etag:%228858f-5e6853606afc0%22	https://www.clapat.com/templates/humpton/images/04hero.jpg	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/images/04hero.jpg	(from https://www.clapat.com/templates/humpton/)
09:49:25	139104/139104	---M--	200	added ('OK')	image/jpeg	etag:%2221f60-5e5adaae831c0%22	https://www.clapat.com/templates/humpton/images/studio02.jpg	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/images/studio02.jpg	(from https://www.clapat.com/templates/humpton/)
09:49:26	253757/253757	---M--	200	added ('OK')	image/jpeg	etag:%223df3d-5e5adad1cc500%22	https://www.clapat.com/templates/humpton/images/studio03.jpg	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/images/studio03.jpg	(from https://www.clapat.com/templates/humpton/)
09:49:26	887055/887055	---M--	200	added ('OK')	image/jpeg	etag:%22d890f-5e685624ff780%22	https://www.clapat.com/templates/humpton/images/01hero.jpg	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/images/01hero.jpg	(from https://www.clapat.com/templates/humpton/)
09:49:26	167423/167423	---M--	200	added ('OK')	image/jpeg	etag:%2228dff-5e5ada80bc5c0%22	https://www.clapat.com/templates/humpton/images/studio01.jpg	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/images/studio01.jpg	(from https://www.clapat.com/templates/humpton/)
09:49:26	104838/104838	---M--	200	added ('OK')	image/jpeg	etag:%2219986-5e66e50cdaa00%22	https://www.clapat.com/templates/humpton/images/news01.jpg	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/images/news01.jpg	(from https://www.clapat.com/templates/humpton/)
09:49:26	180929/180929	---M--	200	added ('OK')	image/jpeg	etag:%222c2c1-5e5adb054be80%22	https://www.clapat.com/templates/humpton/images/studio04.jpg	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/images/studio04.jpg	(from https://www.clapat.com/templates/humpton/)
09:49:28	95441/95441	---M--	200	added ('OK')	image/jpeg	etag:%22174d1-5e65ab9ba6940%22	https://www.clapat.com/templates/humpton/images/news02.jpg	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/images/news02.jpg	(from https://www.clapat.com/templates/humpton/)
09:49:28	91669/91669	---M--	200	added ('OK')	image/jpeg	etag:%2216615-5e65ad9cba3c0%22	https://www.clapat.com/templates/humpton/images/news03.jpg	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/images/news03.jpg	(from https://www.clapat.com/templates/humpton/)
09:49:28	29766/29766	---M--	200	added ('OK')	image/jpeg	etag:%227446-5e65ac8364c00%22	https://www.clapat.com/templates/humpton/images/news04.jpg	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/images/news04.jpg	(from https://www.clapat.com/templates/humpton/)
09:49:28	64955/64955	---M--	200	added ('OK')	image/jpeg	etag:%22fdbb-5e65acd474b40%22	https://www.clapat.com/templates/humpton/images/news05.jpg	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/images/news05.jpg	(from https://www.clapat.com/templates/humpton/)
09:49:28	124979/124979	---M--	200	added ('OK')	image/jpeg	etag:%221e833-5e68189587a40%22	https://www.clapat.com/templates/humpton/images/news06.jpg	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/images/news06.jpg	(from https://www.clapat.com/templates/humpton/)
09:49:29	89503/89503	---M-Z	200	added ('OK')	application/javascript	etag:%2215d9f-5bd4d3c93bd80-gzip%22	https://www.clapat.com/templates/humpton/js/jquery.min.js	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/js/jquery.min.js	(from https://www.clapat.com/templates/humpton/)
09:49:30	65262/65262	---M-Z	200	added ('OK')	application/javascript	etag:%226497e175-64b4%22	https://cdnjs.cloudflare.com/ajax/libs/gsap/3.10.4/gsap.min.js	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/cdnjs.cloudflare.com/ajax/libs/gsap/3.10.4/gsap.min.js	(from https://www.clapat.com/templates/humpton/)
09:49:30	682501/682501	---M--	200	added ('OK')	image/jpeg	etag:%22a6a05-5e673e9d17880%22	https://www.clapat.com/templates/humpton/images/05hero.jpg	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/images/05hero.jpg	(from https://www.clapat.com/templates/humpton/)
09:49:31	38076/38076	---M-Z	200	added ('OK')	application/javascript	etag:%226497e175-3e31%22	https://cdnjs.cloudflare.com/ajax/libs/gsap/3.10.4/ScrollTrigger.min.js	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/cdnjs.cloudflare.com/ajax/libs/gsap/3.10.4/ScrollTrigger.min.js	(from https://www.clapat.com/templates/humpton/)
09:49:31	3811/3811	---M-Z	200	added ('OK')	application/javascript	etag:%226497e175-732%22	https://cdnjs.cloudflare.com/ajax/libs/gsap/3.10.4/ScrollToPlugin.min.js	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/cdnjs.cloudflare.com/ajax/libs/gsap/3.10.4/ScrollToPlugin.min.js	(from https://www.clapat.com/templates/humpton/)
09:49:32	35147/35147	---M-Z	200	added ('OK')	application/javascript	etag:%226497e174-341a%22	https://cdnjs.cloudflare.com/ajax/libs/gsap/3.10.4/Draggable.min.js	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/cdnjs.cloudflare.com/ajax/libs/gsap/3.10.4/Draggable.min.js	(from https://www.clapat.com/templates/humpton/)
09:49:32	2507/2507	---M-Z	200	added ('OK')	application/javascript	etag:%226497e175-54d%22	https://cdnjs.cloudflare.com/ajax/libs/gsap/3.10.4/EasePack.min.js	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/cdnjs.cloudflare.com/ajax/libs/gsap/3.10.4/EasePack.min.js	(from https://www.clapat.com/templates/humpton/)
09:49:33	475006/475006	---M--	200	added ('OK')	image/jpeg	etag:%2273f7e-5e673e881c700%22	https://www.clapat.com/templates/humpton/images/06hero.jpg	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/images/06hero.jpg	(from https://www.clapat.com/templates/humpton/)
09:49:33	17430/17430	---M-Z	200	added ('OK')	application/javascript	etag:%226494d691-17b5%22	https://cdnjs.cloudflare.com/ajax/libs/ScrollMagic/2.0.7/ScrollMagic.min.js	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/cdnjs.cloudflare.com/ajax/libs/ScrollMagic/2.0.7/ScrollMagic.min.js	(from https://www.clapat.com/templates/humpton/)
09:49:33	1511/1511	---M-Z	200	added ('OK')	application/javascript	etag:%226494d691-30b%22	https://cdnjs.cloudflare.com/ajax/libs/ScrollMagic/2.0.8/plugins/animation.gsap.min.js	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/cdnjs.cloudflare.com/ajax/libs/ScrollMagic/2.0.8/plugins/animation.gsap.min.js	(from https://www.clapat.com/templates/humpton/)
09:49:35	603445/603445	---M-Z	200	added ('OK')	application/javascript	etag:%226499d928-24970%22	https://cdnjs.cloudflare.com/ajax/libs/three.js/r128/three.min.js	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/cdnjs.cloudflare.com/ajax/libs/three.js/r128/three.min.js	(from https://www.clapat.com/templates/humpton/)
09:49:35	5485/5485	---M-Z	200	added ('OK')	application/javascript	etag:%2264982eb1-6f6%22	https://cdnjs.cloudflare.com/ajax/libs/jquery.imagesloaded/5.0.0/imagesloaded.pkgd.min.js	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/cdnjs.cloudflare.com/ajax/libs/jquery.imagesloaded/5.0.0/imagesloaded.pkgd.min.js	(from https://www.clapat.com/templates/humpton/)
09:49:36	2844/2844	---M-Z	200	added ('OK')	application/javascript	etag:%22b1c-5bd3860e51f40-gzip%22	https://www.clapat.com/templates/humpton/js/clapatwebgl.js	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/js/clapatwebgl.js	(from https://www.clapat.com/templates/humpton/)
09:49:38	117159/117159	---M-Z	200	added ('OK')	application/javascript	etag:%221c9a7-5e681f6014000-gzip%22	https://www.clapat.com/templates/humpton/js/common.js	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/js/common.js	(from https://www.clapat.com/templates/humpton/)
09:49:38	329819/329819	---MCZ	200	added ('OK')	application/javascript	etag:%225085b-5e4d8c8f324c0-gzip%22	https://www.clapat.com/templates/humpton/js/plugins.js	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/js/plugins.js	(from https://www.clapat.com/templates/humpton/)
09:49:38	6158/6158	---M-Z	200	added ('OK')	application/javascript	etag:%22180e-5dd8db7a93440-gzip%22	https://www.clapat.com/templates/humpton/js/contact.js	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/js/contact.js	(from https://www.clapat.com/templates/humpton/)
09:49:39	70690/70690	---M-Z	200	added ('OK')	application/javascript	etag:%2211422-5e69584bc45c0-gzip%22	https://www.clapat.com/templates/humpton/js/scripts.js	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/js/scripts.js	(from https://www.clapat.com/templates/humpton/)
09:49:39	22479/22479	---M-Z	200	added ('OK')	text/css	etag:%2257cf-5e66f39bd0300-gzip%22	https://www.clapat.com/templates/humpton/css/content.css	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/css/content.css	(from https://www.clapat.com/templates/humpton/style.css)
09:49:39	18335/18335	---M-Z	200	added ('OK')	text/css	etag:%22479f-5e695abc6c780-gzip%22	https://www.clapat.com/templates/humpton/css/showcase.css	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/css/showcase.css	(from https://www.clapat.com/templates/humpton/style.css)
09:49:39	28031/28031	---M-Z	200	added ('OK')	text/css	etag:%226d7f-5e60076425380-gzip%22	https://www.clapat.com/templates/humpton/css/portfolio.css	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/css/portfolio.css	(from https://www.clapat.com/templates/humpton/style.css)
09:49:40	61148/61148	---M-Z	200	added ('OK')	text/css	etag:%22eedc-5e6951016d280-gzip%22	https://www.clapat.com/templates/humpton/css/shortcodes.css	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/css/shortcodes.css	(from https://www.clapat.com/templates/humpton/style.css)
09:49:40	39856/39856	---M-Z	200	added ('OK')	text/css	etag:%229bb0-5e4d7d093c500-gzip%22	https://www.clapat.com/templates/humpton/css/assets.css	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/css/assets.css	(from https://www.clapat.com/templates/humpton/style.css)
09:49:40	5381/5381	---M--	200	added ('OK')	image/png	etag:%221505-575775db11e40%22	https://www.clapat.com/templates/humpton/images/rotate.png	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/images/rotate.png	(from https://www.clapat.com/templates/humpton/style.css)
09:49:41	105536/105536	---M--	200	added ('OK')	font/woff2	etag:%2219c40-5dace4d817080%22	https://www.clapat.com/templates/humpton/webfonts/fa-brands-400.woff2	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/webfonts/fa-brands-400.woff2	(from https://www.clapat.com/templates/humpton/css/all.min.css)
09:49:41	23940/23940	---M--	200	added ('OK')	font/woff2	etag:%225d84-5dace4d817080%22	https://www.clapat.com/templates/humpton/webfonts/fa-regular-400.woff2	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/webfonts/fa-regular-400.woff2	(from https://www.clapat.com/templates/humpton/css/all.min.css)
09:49:42	181852/181852	---M--	200	added ('OK')	x-font/ttf	etag:%222c65c-5dace4d817080%22	https://www.clapat.com/templates/humpton/webfonts/fa-brands-400.ttf	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/webfonts/fa-brands-400.ttf	(from https://www.clapat.com/templates/humpton/css/all.min.css)
09:49:42	154228/154228	---M--	200	added ('OK')	font/woff2	etag:%2225a74-5dace4d817080%22	https://www.clapat.com/templates/humpton/webfonts/fa-solid-900.woff2	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/webfonts/fa-solid-900.woff2	(from https://www.clapat.com/templates/humpton/css/all.min.css)
09:49:43	4960/4960	---M--	200	added ('OK')	font/woff2	etag:%221360-5dace4d817080%22	https://www.clapat.com/templates/humpton/webfonts/fa-v4compatibility.woff2	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/webfonts/fa-v4compatibility.woff2	(from https://www.clapat.com/templates/humpton/css/all.min.css)
09:49:43	60520/60520	---M--	200	added ('OK')	x-font/ttf	etag:%22ec68-5dace4d817080%22	https://www.clapat.com/templates/humpton/webfonts/fa-regular-400.ttf	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/webfonts/fa-regular-400.ttf	(from https://www.clapat.com/templates/humpton/css/all.min.css)
09:49:43	10556/10556	---M--	200	added ('OK')	x-font/ttf	etag:%22293c-5dace4d817080%22	https://www.clapat.com/templates/humpton/webfonts/fa-v4compatibility.ttf	C:/Users/Admin/Desktop/New%20folder/https___www.clapat.com_templates_humpton_/www.clapat.com/templates/humpton/webfonts/fa-v4compatibility.ttf	(from https://www.clapat.com/templates/humpton/css/all.min.css)
